0,1,2,3,4,5
"Lenovo IdeaPad 6DIN Slim 3 Laptop (12th Gen Intel Core i3-1215U/8 GB/512 GB SSD/Integrated Intel UHD Graphics/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",12th Gen Intel Core i3-1215U, 8 GB, Windows 11 Home,512 gb ssd,43990
"Lenovo 8YIN Legion 5 Gaming Laptop(AMD Ryzen 7 5800H/16GB/512GB SSD/6GB/Nvidia GeForce RTX 3060/Windows 11/MSO/WQHD), 39.62 cm (15.6 inch)",AMD Ryzen 7 5800H Processor, 16 GB, Windows 11,512 gb ssd,109990
"Lenovo 1FIN Legion 5 Pro Gaming Laptop(AMD Ryzen 7 5800H/16GB/1TB SSD/6GB /Nvidia GeForce RTX 3060 Graphics/Windows 11/MSO/WQXGA), 40.64 cm (16 inch)",AMD Ryzen 7 5800H Processor, 16 GB,,1 tb ssd,144900
"Apple MacBook Pro Laptop (Apple M2 Pro Chip/16 GB/512 GB SSD/macOS Ventura/Liquid Retina), 41.05 cm (16.2 Inch)",Apple M2 Pro Chip 12-Core, 16 GB, macOS Ventura,512 gb ssd,249900
"Apple MacBook Pro Laptop (Apple M2 Max Chip/32 GB/1 TB SSD/macOS Ventura/Liquid Retina), 35.97 cm (14.2 Inch)",Apple M2 Max Chip 12-Core, 32 GB, macOS Ventura,1 tb ssd,309900
"Samsung Galaxy Book3 Laptop (13th Gen Intel Core i5-1335U/16 GB/512 GB SSD/Iris Xe Graphics/Windows 11 Home/FHD), 39.62 cm (15.6 Inch)",13th Gen Intel Core i5-1335U, 16 GB, Windows 11 Home,512 gb ssd,79990
"Lenovo LGIN Ideapad Slim 3 Laptop(11th Gen- Intel Core i3-1115G4/8GB/256GB SSD/Intel UHD Graphics/Windows 11/MSO/Full HD), 39.62 cm (15.6 inch)",11th Gen Intel Core i3-1115G4 Processor, 8 GB, Windows 11,256 gb ssd,34990
"Lenovo ASIN IdeaPad Flex 5 Convertible Laptop(12th Gen-Intel Core i3-1215U/8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO/WUXGA), 35.56 cm (14 inch)",12th Gen Intel Core i3-1215U Processor, 8 GB, Windows 11,512 gb ssd,56990
"Lenovo 8GIN IdeaPad Flex 5 Convertible Laptop(AMD Ryzen 5 5500U/16GB/512GB SSD/AMD Radeon/Windows 11/MSO/WUXGA), 35.56 cm (14 inch)",AMD Ryzen 5 5500U Processor, 16 GB, Windows 11,512 gb ssd,64990
"Asus Vivobook 15 EJ701WS Thin and Light Laptop (11th Gen Intel Core i7-1165G7/16 GB/512 GB SSD/Intel Iris Xe Plus Graphics/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",11th Gen Intel Core i7-1165G7, 16 GB, Windows 11 Home,512 gb ssd,56990
"HP 15s FR4000TU Laptop (11i5/8/512 SSD/W11/MS/e), 39.6 cm (15.6 inch)",Intel Core i5-1155G7 Processor,,,,50990
"ASUS Zenbook Pro 14 Duo Laptop (12th Gen Intel Core i5-12500H/16 GB RAM/512 GB SSD/Integrated Graphics/Windows 11 Home/MSO/OLED), 36.83 cm (14.5 Inch)",12th Gen Intel Core i5-12500H, 16 GB, Windows 11 Home,512 gb ssd,94990
"HP 14-ef0053TU Spectre x360 Convertible Laptop (12th Gen-Intel Core i7-1255U/16GB/512GB SDD/Intel Iris Xe Graphics/Windows11/MSO/OLED), 34.3 cm (13.5 inch)",12th Gen Intel Core i7-1255U Processor, 16 GB, Windows 11,512 gb ssd,129999
"Lenovo UXIN Ideapad 3 Gaming Laptop(AMD Ryzen 7 5800H/16GB/512GB SSD/6GB/Nvidia GeForce RTX 3060/Windows 11/MSO/Full HD), 39.62 cm (15.6 inch)",AMD Ryzen 7 5800H Processor, 16 GB, Windows 11,512 gb ssd,97990
"Lenovo 9SIN Yoga 7 Convertible Laptop(12th Gen-Intel Core i7-1260P/16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11/MSO/2.8K OLED), 35.56 cm (14 inch)",12th Gen Intel Core i7-1260P Processor, 16 GB, Windows 11,512 gb ssd,119900
"Dell Inspiron 7420 2-in-1 Convertible Laptop (12th Gen Intel Core i5-1235U/16 GB/512 GB SSD/Integrated Graphics/Windows 11 Home/MSO/FHD Plus), 35.56 cm (14 inch)",12th Gen Intel Core i5-1235U 10 core, 16 GB, Windows 11 Home,512 gb ssd,86799
"Dell Vostro 5620 Standard Laptop (12th Gen Intel Core i5-1240P/16 GB/512 GB SSD/Integrated Graphics/Windows 11 Home/MSO/FHD Plus), 40.64 cm (16 inch)",12th Gen Intel Core i5-1240P 12 Core, 16 GB, Windows 11 Home,512 gb ssd,76799
"Lenovo Legion 5 Pro Gaming Laptop (12th Gen Intel Core i7-12700H/32 GB/1 TB SSD/8 GB/Nvidia GeFrorce RTX 3070 Ti Graphics/Windows 11 Home/MSO/WQXGA), 40.64 cm (16 Inch)",12th Gen Intel Core i7-12700H 14-Core, 32 GB, Windows 11 Home,1 tb ssd,219900
"Lenovo Legion 5 Pro Gaming Laptop (AMD Ryzen 7 6800H/32 GB/1 TB SSD/8 GB/Nvidia GeForce RTX 3070/Windows 11 Home/MSO/WQXGA), 40.64 cm (16 Inch)",AMD Ryzen 7 6800H Octa-Core, 32 GB, Windows 11 Home,1 tb ssd,189900
"Asus ROG Zephyrus G14 Gaming Laptop (AMD Ryzen 7 6800HS/16 GB RAM/1 TB SSD/8 GB Radeon RX 6700S Graphics/Windows 11 Home/MSO/QHD+), 35.56 cm (14 Inch)",AMD Ryzen 7 6800HS Mobile Processor, 16 GB, Windows 11,1tb ssd,152990
"Asus ROG Zephyrus G14 Gaming Laptop (AMD Ryzen 7 6800HS/16 GB RAM/1 TB SSD/8 GB Radeon RX 6700S Graphics/Windows 11 Home/MSO/FHD+), 35.56 cm (14 Inch)",AMD Ryzen 7 6800HS Mobile Processor, 16 GB, Windows 11,1tb ssd,131990
"Asus ROG Flow X13 Convertible Gaming Laptop (AMD Ryzen 7 6800HS/16 GB RAM/1TB SSD/AMD Radeon 680M IGPU Graphics/Windows 11 Home/MSO/FHD+), 34.036 cm (13.4 Inch)",AMD Ryzen 7 6800HS Mobile Processor, 16 GB, Windows 11,1tb ssd,94990
"Dell Inspiron 3525 Thin & Light Laptop (AMD Ryzen 3 5425U/8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",AMD Ryzen 3 5425U Quad-Core, 8 GB, Windows 11 Home,512 gb ssd,43499
"Lenovo IdeaPad Gaming 3 Gaming Laptop (11th Gen Intel Core i5-11320H/8 GB/1 TB + 256 GB Hybrid/4 GB/Nvidia GeForce GTX 1650 Graphics/Windows 11 Home/FHD), 39.62 cm (15.6 Inch)",Intel Core i5-11320H Quad-Core, 8 GB, Windows 11 Home,1 tb + 256 gb hybrid,57990
"Asus HX041W TUF A17 Gaming Laptop (AMD Ryzen 5 4600H/8 GB/512 GB SSD/4 GB/Nvidia GeForce GTX 1650/Windows 11 Home/FHD/Backlit Keyboard/ 90Whrs Battery), 43.94cm (17.3 Inch)",AMD Ryzen 5 4600H Hexa-Core, 8 GB, Windows 11 Home,512 gb ssd,53990
"HP Pavilion x360 Convertible Laptop (11th Gen Intel Core i3-1125G4/8 GB/256 GB SSD/Iris Xe Graphics/Windows 11 Home/MSO/HD), 35.56 cm (14 Inch)",11th Gen Intel Core i3-1125G4, 8 GB, Windows 11 Home,256 gb ssd,45999
"HP 15-fb0082AX Victus Gaming Laptop(AMD Ryzen5-5600H /8GB/512GB SSD/4 GB Nvidia GeForce RTX 3050 Graphics/Windows 11/MSO/FHD), 39.6 cm (15.6 inch)",AMD Ryzen 5 5600H Processor, 8 GB, Windows 11,512 gb ssd,65999
"HP 15-fb0053AX Victus Gaming Laptop (AMD Ryzen 7-5800H/16GB/512GB SSD/4 GB Nvidia GeForce RTX 3050 Graphics/Windows 11/MSO/FHD), 39.6 cm (15.6 inch)",AMD Ryzen 7 5800H Processor, 16 GB, Windows 11,512 gb ssd,82999
"HP 14s-fq0567AU Laptop (AMD Ryzen 3-3250U/8GB/256GB SSD/AMD Radeon Graphics/Windows 11/MSO/FHD), 35.6 cm (14 inch)",AMD Ryzen 3 3250U Processor, 8 GB, Windows 11,256 gb ssd,35999
"Asus Vivobook 15 laptop (12th Gen Intel Core i3-1220P/8 GB RAM/256 GB SSD/UHD Graphics/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",12th Gen Intel Core i3-1220P Processor, 8 GB, Windows 11,256 gb ssd,38990
"Lenovo IdeaPad Flex 5 Laptop (12th Gen Intel Core i3-1215U/8 GB/512 GB SSD/Windows 11 Home/MSO/WUXGA), 35.56 cm (14 Inch)",Intel Core i3-1215U, 8 GB, Windows 11 Home,512 gb ssd,56990
"Microsoft Surface Laptop 4 Thin & Light Laptop (AMD Ryzen 5 4680U/8 GB/256 GB SSD/AMD Radeon Graphics/Windows 11 Home), 34.29 cm (13.5 Inch)",AMD Ryzen 5 4680U, 8 GB, Windows 11 Home,256 gb ssd,93990
"Microsoft Surface Laptop 4 Thin & Light Laptop (11th Gen Intel Core i5-1135G7/16 GB/512 GB SSD/ Intel Iris Xe Graphics/Windows 11 Home), 34.29 cm (13.5 Inch)",11th Gen Intel Core i5-1135G7, 16 GB, Windows 11 Home,512 gb ssd,153990
"HP 15s-Eq2212AU Laptop (R3-5K/8/512 GB/W11/MS)/e), 39.6 cm (15.6 inch)","AMD Ryzen 3 5300U (up to 3.8 GHz max boost clock(2i), 4 MB L3 cache, 4 cores, 8 threads)",,,,39990
"Lenovo IdeaPad Flex 5 Convertible Laptop (AMD Ryzen 5 5500U/16 GB/512 GB SSD/Windows 11 Home/MSO/WUXGA), 35.56 cm (14 Inch)",AMD Ryzen 5 5500U Processor, 16 GB, Windows 11 Home,512 gb ssd,64990
"Dell Inspiron 7420 Convertible Laptop (12th Gen Intel Core i5-1235U/8 GB/512 GB SSD/Windows 11 Home/MSO/FHD+), 35.56 cm (14 Inch)",12th Gen Intel Core i5-1235U 10-Core, 8 GB, Windows 11 Home,512 gb ssd,82999
"HP 16-b1351TX OMEN Gaming Laptop (12th Gen-Intel Core i7-12700H/16GB/1TB SDD/4 GB Nvidia GeForce RTX 3050Ti/Windows 11/MSO/Full HD), 40.9 cm (16.1 inch)",12th Gen Intel Core i7-12700H Processor, 16 GB, Windows 11,1 tb ssd,138999
"Lenovo Yoga 6 Convertible Laptop (AMD Ryzen 7 5700U/16 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home/MSO/WUXGA), 33.782 cm (13.3 Inch)",AMD Ryzen 7 5700U Octa-Core, 16 GB, Windows 11 Home,512 gb ssd,83790
"Lenovo Yoga 7 Convertible Laptop (12th Gen Intel Core i7-1260P/16 GB/512 GB SSD/Iris Xe Graphics/Windows 11 Home/MSO/2.8K), 35.56 cm (14 Inch)",12th Gen Intel Core i7-1260P 12 core, 16 GB, Windows 11 Home,512 gb ssd,121990
New Microsoft Surface Laptop 5 Intel 12 Gen Evo i7/16GB/512GB/15 inch/BL/W11(RIP-00048GB) Black,Built on the Intel Evo Platform with 12th Gen Intel Core Processors, 16 GB, Windows 11 Home,512 gb ssd,182990
"Lenovo IdeaPad Flex 5 Laptop (AMD Ryzen 7 5700U/16 GB/512 GB SSD/Windows 11 Home/MSO21/WUXGA), 35.56 cm (14 Inch)",AMD Ryzen 7 5700U, 16 GB, Windows 11 Home,512 gb ssd,75990
"Lenovo IdeaPad 3 Gaming Laptop (12th Gen Intel Core i7-12700H/16 GB/512 GB SSD/6GB GeForce RTX 3060/Windows 11 Home/MSO21/WUXGA), 40.64 cm (16 inch)",Intel Core i7-12700H 14-Core, 16 GB, Windows 11 Home,512 gb ssd,118900
"Lenovo Yoga Slim 7 Pro Laptop (12th Gen Intel Core i7-1260P/16 GB/512 GB SSD/Iris Xe Graphics/Windows 11 Home/2.8K), 35.56 cm (14 Inch)",12th Gen Intel Core i7-1260P, 16 GB, Windows 11 Home,512 gb ssd,107990
"Lenovo IdeaPad 3 Laptop (11th Gen Intel Core i5-1135G7/8 GB/512 GB SSD/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",11th Gen Intel Core i5-1135G7 Quad-Core, 8 GB, Windows 11 Home,512 gb ssd,50990
"Lenovo IdeaPad 3 Thin and Light Laptop (11th Gen Intel Core i5-1135G7/8 GB/512 GB SSD/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",11th Gen Intel Core i5-1135G7 Quad-core, 8 GB, Windows 11 Home,512 gb ssd,50990
"Lenovo IdeaPad Gaming 3 Laptop (11th Gen Intel Core i5-11320H/8 GB/512 GB SSD/4 GB NVIDIA GeForce RTX 3050/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",11th Gen Intel Core i5-11320H Quad-core, 8 GB, Windows 11 Home,512 gb ssd,64990
"Dell G15-5511 Gaming Laptop (11th Gen Intel Core i5-11260H/8 GB/512 GB SSD/4 GB/Nvidia GeForce RTX 3050/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",11th Gen Intel Core i5-11260H, 8 GB, Windows 11 Home,512 gb ssd,78899
"Dell Inspiron 3515 Thin & Light Laptop (AMD Ryzen 3 3250U/8 GB/512 GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",AMD Ryzen 3 3250U, 8 GB, Windows 11 Home,512 gb ssd,31999
"Dell Inspiron 15 3520 Laptop (12th Gen Intel Core i5-1235U/8 GB/512 GB SSD/Windows 11 Home/Integrated Graphics/MSO/FHD), 39.62 cm (15.6 Inch)",12th Gen Intel Core i5-1235U, 8 GB, Windows 11 Home,512 gb ssd,63999
"Asus ROG Zephyrus G15 Gaming Laptop (AMD Ryzen 7 6800HS/16 GB RAM/1 TB SSD/8 GB RTX 3060 Graphics/Windows 11 Home/MSO/QHD), 39.62 cm (15.6 inch)",AMD Ryzen 7 6800HS Mobile Processor, 16 GB, Windows 11,1tb ssd,145990
"Asus ROG Zephyrus G15 Gaming Laptop (AMD Ryzen 9 6900HS/16 GB RAM/1 TB SSD/8 GB RTX 3070 Ti Graphics/Windows 11 Home/MSO/QHD), 39.62 cm (15.6 inch)",AMD Ryzen 9 6900HS Mobile Processor, 16 GB, Windows 11,1tb ssd,189990
"Asus TUF Gaming F15 Gaming laptop (10th Gen Intel Core i5-10300H/16 GB RAM/512 GB SSD/4 GB GTX 1650 Graphics/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",10th Gen Intel Core i5-10300H Processor, 16 GB, Windows 11,512 gb ssd,60990
"ASUS Zenbook Pro 14 Duo Laptop (12th Gen Intel Core i7-12700H/16 GB RAM/1 TB GB SSD/4 GB RTX 3050 Ti Graphics/Windows 11 Home/MSO/OLED), 36.83 cm (14.5 Inch)",12th Gen Intel Core i7-12700H, 16 GB, Windows 11 Home,1 tb ssd,124990
"Lenovo IdeaPad Gaming 3 Laptop (AMD Ryzen 7 5800H/16 GB RAM/512 GB SSD/4 GB RTX 3050/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",AMD Ryzen 7 5800H, 16 GB, Windows 11 Home,512 gb ssd,79990
"Dell Vostro 5620 Laptop (12th Gen Intel Core i5-1240P/8 GB/512 GB SSD/Windows 11 Home/MSO/FHD), 40.64 cm (16 Inch)",12th Gen Intel Core i5-1240P, 8 GB, Windows 11 Home,512 gb ssd,69599
"Dell G15 5520 Gaming Laptop (12th Gen Intel Core i5-12500H/16 GB/512 GB SSD/4 GB/NVIDIA RTX 3050/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",12th Gen Intel Core Intel Core i5-12500H, 16 GB, Windows 11 Home,512 gb ssd,88499
"Lenovo IdeaPad Flex 5 Convertible Laptop (12th Gen Intel Core i5-1235U/16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Home/MSO/WUXGA), 35.56 cm (14 Inch)",12th Gen Intel Core i5-1235U 10 core, 16 GB, Windows 11 Home,512 gb ssd,74990
"HP 15-fa0092TX Victus Gaming Laptop(12th Intel Core i5-12450H/16GB/512GB SSD/4 GB Nvidia GeForce RTX 3050 Graphics/Windows 11/MSO/FHD), 39.6 cm (15.6 inch)",12th Gen Intel Core i5-12450H Processor, 16GB, Windows 11,512 gb ssd,78999
"HP 13 bf0062tu Envy X360 Convertible Laptop (12th Intel Core i7-1250U/16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11/MSO/OLED), 33.8 cm (13.3 inch)",12th Gen Intel Core i7-1250U Processor, 16 GB, Windows 11,512 gb ssd,109999
New Microsoft Surface Pro 9 Intel 12 Gen Evo i7/16GB/512GB/13 inch/GT/W11(QIX-00031) Graphite,Built on the Intel Evo Platform with 12th Gen Intel Core Processors, 16 GB, Windows 11 Home,512 gb ssd,192990
New Microsoft Surface Laptop 5 Intel 12 Gen Evo i7/8GB/256GB/15 inch/PT/W11(RBY-00023) Platinum,Built on the Intel Evo Platform with 12th Gen Intel Core Processors, 8 GB, Windows 11 Home,256 gb ssd,134990
"Dell Inspiron 7420 Convertible Laptop (12th Gen Intel Core i3-1215U/8 GB/512 GB SSD/Windows 11 Home/MSO/FHD+), 35.56 cm (14 Inch)",12th Gen Intel Core i3-1215U 6-Core, 8 GB, Windows 11 Home,512 gb ssd,65999
"Lenovo Yoga 6 Convertible Laptop (AMD Ryzen 5 5500U/16 GB RAM/512 GB SSD/Windows 11 Home/MSO/WUXGA), 33.78 cm (13.3 Inch)",AMD Ryzen 5 5500U Hexa Core, 16 GB, Windows 11 Home,512 gb ssd,74990
"Lenovo IdeaPad G3 Gaming Laptop (11th Gen Intel Core i5-11320H/8 GB RAM/256 GB SSD+1 TB HDD/4 GB/NVIDIA GeForec GTX 1650/Windows 11 Home/FHD), 39.62 cm (15.6 Inch)",11th Gen Intel Core i5-11320H, 8 GB, Windows 11 Home,"256 gb, 1 tb hybrid",57990
"Lenovo Yoga Slim 7 Pro Laptop (11th Gen Intel Core i5-11320H/16 GB/512 GB SSD/Windows 11 Home/MSO/2.8K), 35.56 cm (14 Inch)",11th Gen Intel Core i5-11320H Quad-core, 16 GB, Windows 11 Home,512 gb ssd,70990
"Asus ROG Strix G15 Gaming Laptop (AMD Ryzen 7 4800H/16 GB/1 TB SSD/4 GB RTX 3050 Ti/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 inch)",AMD Ryzen 7 4800H Octa Core, 16 GB, Windows 11 Home,1 tb ssd,84990
"Dell Alienware X14 Gaming Laptop (12th Gen Intel Core i5-12500H/16 GB/512 GB SSD/4 GB RTX 3050/Windows 11 Home/MSO/FHD), 35.56 cm (14 Inch)",12th Gen Intel Core i5-12500H 12-Core, 16 GB, Windows 11 Home,512 gb ssd,161999
"Lenovo IdeaPad 3 Laptop (12th Gen Intel Core i5-1235U/16 GB/512 GB SSD/Iris Xe Graphics/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",12th Gen Intel Core i5-1235U 10 core, 16 GB, Windows 11 Home,512 gb ssd,59490
"Lenovo IdeaPad 3 Gaming Laptop (AMD Ryzen 5 5600H/8 GB/512 GB SSD/4 GB GTX 1650/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",AMD Ryzen 5 5600H, 8 GB, Windows 11 Home,512 gb ssd,59490
"Lenovo IdeaPad 3 Gaming Laptop (AMD Ryzen 5 5600H/16 GB/512 GB SSD/4 GB RTX 3050/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",AMD Ryzen 5 5600H, 16 GB, Windows 11 Home,512 gb ssd,69990
Lenovo Yoga 9 2-in-1 Convertible Laptop (13th Gen Intel Evo i7-1360P/16 GB/1TB SSD/Intel Iris Xe Graphics/Windows 11 Home/MSO/4K OLED)35.56 cm (14 inch),13th Gen Intel Evo i7-1360P, 16 GB, Windows 11 Home,1 tb ssd,174990
"Apple MLY13HNA MacBook Air (Apple M2 Chip/8GB/256GB SSD/macOS/Liquid Retina), 34.46 cm (13.6 inch), Starlight",Apple M2 Chip Processor, 8GB, macOS Monterey,256 gb ssd,119900
"Samsung Galaxy Book2 Pro Laptop (Intel EVO 12th Gen i7 Processor/16 GB RAM/512 GB/Intel Iris Xe Graphics/Windows 11 Home), 15.6 inch (39.624 cm), Graphite",39.62cm (15.6 Inch) FHD AMOLED Display,,,,119990
"Asus L502WS Laptop (11th Gen-Intel Core i5-1135G7/8GB/1TB HDD +256GB SSD /Iris X Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",11th Gen Intel Core i5-1135G7 Processor, 8 GB, Windows 11,1 tb + 256 gb hdd + ssd,59990
"Samsung Galaxy Book2 360 Convertible Laptop (Intel EVO 12th Gen i7 Processor/16 GB RAM/512 GB/Intel Iris Xe Graphics/Windows 11 Home), 33.78 cm (13.3 inch), Graphite",33.78 cm (13.3 inch) FHD AMOLED touch screen Display,,,,103990
"Dell 5518 Inspiron 15 Laptop (11th Gen Intel Core i5-11320H/16GB/512GB SSD/2GB NVIDIA GeForce MX450 Graphics/Windows 11/MSO/FHD), 39.62 cm (15.6 inch)",11th Generation Intel Core i5-11320H Processor, 16GB, Windows 11,512gb ssd,70399
"Lenovo E6IN Ideapad Slim 3 Laptop (10th-Intel Core i3-10110U/8GB/1TB HDD/Intel UHD Graphics/Windows 11/MSO/HD), 39.62 cm (15.6 inch)",10th Gen Intel Core i3-10110U Processor, 8GB, Windows 11,1 tb hdd,31990
"Acer A314-35 Aspire 3 Laptop (Intel Celeron N4500/4GB/256GB SSD/Intel UHD Graphics/Windows 11/MSO/HD), 35.56 cm (14 inch)",Intel Celeron Processor N4500, 4 GB, Windows 11,256 gb ssd,27999
"Apple MLY23HNA MacBook Air (Apple M2 Chip/8GB/512GB SSD/macOS/Liquid Retina), 34.46 cm (13.6 inch), Starlight",Apple M2 Chip Processor, 8GB, macOS Monterey,512 gb ssd,149900
"HP 14s-dr3001TU Laptop (Intel Pentium Silver N6000/8 GB/256 GB SSD/UHD Graphics/Windows 11 Home/MSO/HD), 35.6 cm (14 inch)",Intel Pentium Silver N6000, 8 GB, Windows 11 Home,256 gb ssd,29110
"Lenovo L2IN IdeaPad 3 Laptop (11th Gen Intel Core i3-1115G4 /8GB/256GB SSD/Intel UHD Graphics/Windows 11/MSO/Full HD), 39.62 cm (15.6 inch)",Intel Core i3-1115G4 Processor, 8GB, Windows 11,256 gb ssd,34135
"Lenovo LJIN IdeaPad 3 Laptop (11th Gen Intel Core i3-1115G4/8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO/Full HD), 39.62 cm (15.6 inch)",11th Gen Intel Core i3-1115G4 Processor, 8 GB, Windows 11,512 gb ssd,40135
"Lenovo IdeaPad 3 Thin and Light Laptop (11th Gen Intel Core i3-1115G4/8 GB/512 GB SSD/Windows 11 Home/MSO/FHD), 39.62 cm (15.6 Inch)",11th Gen Intel Core i3-1115G4 Dual-core, 8 GB, Windows 11 Home,512 gb ssd,40135
"HP 15s-fq5111TU Laptop (12th Gen Intel Core i5-1235U/8 GB RAM/512 GB SSD/Windows 11 Home/MSO/FHD), 39.6 cm (15.6 inch)",12th Gen Intel Core i5-1235U 10-cores, 8 GB, Windows 11 Home,512 gb ssd,56999
"HP 15s-fr5007TU Laptop (12th Gen Intel Core i5-1235U/8GB RAM/512GB SSD/Iris Xe Graphics/Windows 11 Home/MSO/FHD), 39.6 cm (15.6 Inch), Natural Silver",12th Gen Intel Core i5-1235U, 8 GB,,512 gb ssd,58610
"Apple MGN63HNA MacBook Air (Apple M1 Chip/8GB/256GB SSD/macOS Big Sur/Retina), 33.78 cm (13.3 inch)",Octa-core Apple M1 Chip Processor, 8GB, MacOS,256 gb ssd,84990
"Apple MGND3HNA MacBook Air (Apple M1 Chip/8GB/256GB SSD/macOS Big Sur/Retina), 33.78 cm (13.3 inch)",Octa-core Apple M1 Chip, 8 GB, MacOS,256 gb ssd,84990
"Lenovo 64IN IdeaPad 3 Laptop(12th Gen Intel Core i5-1235U/8 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11/MSO/Full HD), 39.62 cm (15.6 inch)",12th Gen Intel Core i5-1235U Processor, 8 GB, Windows 11,512 gb ssd,56135
"Dell Inspiron 5320 Thin and Light Laptop (12th Gen Intel Core i5-1240P/16 GB RAM/512 GB SSD/Windows 11 Home/MSO/FHD), 33.78 cm (13.3 Inch)","12th Gen Intel Core i5-1240P, 12 Core", 16 GB, Windows 11 Home,512 gb ssd,77344
ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) M3500QC-L1712WS Laptop,Intel Ryzen 7 Quad Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,"89,900"
ASUS Ryzen 7 Octa Core 12th Gen - (16 GB/16 GB SSD/Windows 11 Home) M1405YA-KM741WS Laptop,AMD Ryzen 7 Octa Core Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,16 GB SSD,"76,500"
ASUS Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 6GB RTX 3060)...,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,"2,01,000"
HP Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/2 GB Graphics) 13-ba1018TX Laptop,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,"1,20,000"
DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/1 TB SSD/Windows 11 Home) Inspiron 3515 Thin and Light L...,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,"52,990"
HP Ryzen 3 Dual Core - (4 GB/1 TB HDD/Windows 11 Home) 245 G8 Notebook,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD,"26,990"
ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX3050Ti- 4...,AMD Ryzen 7 Quad Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,"1,05,000"
HP Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5013nia Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,"57,990"
ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) M3500QCL1711WS Laptop,AMD Ryzen 7 Quad Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,"88,000"
ASUS Vivobook GO 14 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK323WS...,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,"41,990"
ASUS Ryzen 5 Octa Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS Laptop,AMD Ryzen 5 Octa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"53,990"
ASUS Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1405ZA-KM311WS Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,"53,450"
ASUS Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K513EA-L712WS Laptop,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"72,300"
